Warehouse,Location,Pickable,Sellable,"Pick Priority","Transfer bin",Staging,Quantity,Type
Primary,12-02-N-05,No,Yes,1,No,No,24,Bin
Primary,12-03-A-01,Yes,Yes,0,No,No,6,Bin
Primary,12-03-A-02,Yes,Yes,0,No,No,83,Bin
Primary,12-03-A-03,Yes,Yes,0,No,No,3,Bin
Primary,12-03-A-04,Yes,Yes,0,No,No,11,Bin
Primary,12-03-A-05,Yes,Yes,0,No,No,1,Bin
Primary,12-03-A-06,Yes,Yes,0,No,No,5,Bin
Primary,12-03-A-07,Yes,Yes,0,No,No,1,Bin
Primary,12-03-B-01,Yes,Yes,0,No,No,7,Bin
Primary,12-03-B-02,Yes,Yes,0,No,No,13,Bin
Primary,12-03-B-03,No,Yes,0,No,No,11,Bin
Primary,12-03-B-05,Yes,Yes,0,No,No,7,Bin
Primary,12-03-B-06,Yes,Yes,0,No,No,5,Bin
Primary,12-03-B-07,Yes,Yes,0,No,No,3,Bin
Primary,12-03-B-08,Yes,Yes,0,No,No,2,Bin
Primary,12-03-B-09,Yes,Yes,0,No,No,12,Bin
Primary,12-03-B-10,Yes,Yes,0,No,No,3,Bin
Primary,12-03-B-11,Yes,Yes,0,No,No,10,Bin
Primary,12-03-C-01,Yes,Yes,0,No,No,3,Bin
Primary,12-03-C-02,Yes,Yes,0,No,No,2,Bin
Primary,12-03-C-03,Yes,Yes,0,No,No,4,Bin
Primary,12-03-C-04,Yes,Yes,0,No,No,1642,Bin
Primary,12-03-C-05,Yes,Yes,0,No,No,14,Bin
Primary,12-03-C-06,Yes,Yes,0,No,No,5,Bin
Primary,12-03-C-09,Yes,Yes,0,No,No,30,Bin
Primary,12-03-C-10,Yes,Yes,0,No,No,11,Bin
Primary,12-03-C-11,Yes,Yes,0,No,No,11,Bin
Primary,12-03-D-01,Yes,Yes,1,No,No,4,Bin
Primary,12-03-D-02,Yes,Yes,1,No,No,2,Bin
Primary,12-03-D-03,Yes,Yes,1,No,No,2,Bin
Primary,12-03-D-04,Yes,Yes,1,No,No,13,Bin
Primary,12-03-D-05,Yes,Yes,1,No,No,3,Bin
Primary,12-03-D-06,Yes,Yes,1,No,No,9,Bin
Primary,12-03-D-07,Yes,Yes,1,No,No,18,Bin
Primary,12-03-D-08,Yes,Yes,1,No,No,1,Bin
Primary,12-03-D-10,Yes,Yes,1,No,No,4,Bin
Primary,12-03-E-01,No,Yes,1,No,No,27,Bin
Primary,12-03-E-02,No,Yes,1,No,No,24,Bin
Primary,12-03-E-03,No,Yes,1,No,No,5,Bin
Primary,12-03-E-04,No,Yes,1,No,No,9,Bin
Primary,12-03-E-05,No,Yes,1,No,No,22,Bin
Primary,12-03-E-06,No,Yes,1,No,No,2,Bin
Primary,12-03-E-08,No,Yes,1,No,No,12,Bin
Primary,12-03-F-01,No,Yes,1,No,No,2,Bin
Primary,12-03-F-02,No,Yes,1,No,No,1,Bin
Primary,12-03-F-03,No,Yes,1,No,No,6,Bin
Primary,12-03-F-04,No,Yes,1,No,No,6,Bin
Primary,12-03-F-05,No,Yes,1,No,No,14,Bin
Primary,12-03-F-06,No,Yes,1,No,No,15,Bin
Primary,12-03-F-07,No,Yes,1,No,No,1,Bin
Primary,12-03-F-08,No,Yes,1,No,No,13,Bin
Primary,12-03-G-01,No,Yes,1,No,No,6,Bin
Primary,12-03-G-02,No,Yes,1,No,No,6,Bin
Primary,12-03-G-03,No,Yes,1,No,No,5,Bin
Primary,12-03-G-04,No,Yes,1,No,No,1,Bin
Primary,12-03-G-05,No,Yes,1,No,No,2,Bin
Primary,12-03-G-06,No,Yes,1,No,No,11,Bin
Primary,12-03-G-07,No,Yes,1,No,No,2,Bin
Primary,12-03-G-08,No,Yes,1,No,No,2,Bin
Primary,12-03-G-09,No,Yes,1,No,No,3,Bin
Primary,12-03-G-10,No,Yes,1,No,No,3,Bin
Primary,12-03-H-01,Yes,Yes,1,No,No,5,Bin
Primary,12-03-H-02,Yes,Yes,1,No,No,6,Bin
Primary,12-03-H-03,No,Yes,1,No,No,9,Bin
Primary,12-03-H-04,No,Yes,1,No,No,9,Bin
Primary,12-03-H-06,No,Yes,1,No,No,6,Bin
Primary,12-03-H-08,No,Yes,1,No,No,28,Bin
Primary,12-03-I-01,No,Yes,1,No,No,3,Bin
Primary,12-03-I-05,No,Yes,1,No,No,10,Bin
Primary,12-03-I-06,No,Yes,1,No,No,9,Bin
Primary,12-03-I-07,No,Yes,1,No,No,6,Bin
Primary,12-03-I-08,No,Yes,1,No,No,10,Bin
Primary,12-03-I-09,No,Yes,1,No,No,10,Bin
Primary,12-03-I-10,No,Yes,1,No,No,8,Bin
Primary,12-03-J-01,No,Yes,1,No,No,3,Bin
Primary,12-03-J-02,No,Yes,1,No,No,1,Bin
Primary,12-03-J-03,No,Yes,1,No,No,12,Bin
Primary,12-03-J-04,No,Yes,1,No,No,7,Bin
Primary,12-03-J-05,No,Yes,1,No,No,6,Bin
Primary,12-03-J-06,No,Yes,1,No,No,17,Bin
Primary,12-03-J-07,No,Yes,1,No,No,5,Bin
Primary,12-03-J-08,No,Yes,1,No,No,4,Bin
Primary,12-03-K-01,No,Yes,1,No,No,5,Bin
Primary,12-03-K-02,No,Yes,1,No,No,36,Bin
Primary,12-03-K-03,No,Yes,1,No,No,8,Bin
Primary,12-03-K-04,No,Yes,1,No,No,1,Bin
Primary,12-03-K-05,No,Yes,1,No,No,10,Bin
Primary,12-03-K-06,No,Yes,1,No,No,24,Bin
Primary,12-03-K-07,No,Yes,1,No,No,8,Bin
Primary,12-03-K-08,No,Yes,1,No,No,8,Bin
Primary,12-03-L-01,No,Yes,1,No,No,20,Bin
Primary,12-03-L-02,No,Yes,1,No,No,14,Bin
Primary,12-03-L-03,No,Yes,1,No,No,11,Bin
Primary,12-03-L-05,No,Yes,1,No,No,16,Bin
Primary,12-03-L-06,No,Yes,1,No,No,10,Bin
Primary,12-03-L-07,No,Yes,1,No,No,4,Bin
Primary,12-03-L-08,No,Yes,1,No,No,8,Bin
Primary,12-03-M-01,No,Yes,1,No,No,2,Bin
Primary,12-03-M-02,No,Yes,1,No,No,2,Bin
Primary,12-03-M-03,No,Yes,1,No,No,7,Bin
Primary,12-03-M-05,No,Yes,1,No,No,3,Bin
Primary,12-03-M-06,No,Yes,1,No,No,13,Bin
Primary,12-03-M-07,No,Yes,1,No,No,8,Bin
Primary,12-03-M-08,No,Yes,1,No,No,1,Bin
Primary,12-03-N-01,No,Yes,1,No,No,10,Bin
Primary,12-03-N-02,No,Yes,1,No,No,23,Bin
Primary,12-03-N-03,No,Yes,1,No,No,6,Bin
Primary,12-03-N-04,No,Yes,1,No,No,7,Bin
Primary,12-03-N-05,No,Yes,1,No,No,2,Bin
Primary,12-03-N-06,No,Yes,1,No,No,40,Bin
Primary,12-03-N-07,No,Yes,1,No,No,10,Bin
Primary,12-03-N-08,No,Yes,1,No,No,9,Bin
Primary,12-04-A-01,Yes,Yes,0,No,No,14,Bin
Primary,12-04-A-04,Yes,Yes,0,No,No,2,Bin
Primary,12-04-A-05,Yes,Yes,0,No,No,16,Bin
Primary,12-04-A-06,Yes,Yes,0,No,No,199,Bin
Primary,12-04-A-07,Yes,Yes,0,No,No,8,Bin
Primary,12-04-B-01,Yes,Yes,0,No,No,13,Bin
Primary,12-04-B-02,Yes,Yes,0,No,No,7,Bin
Primary,12-04-B-03,Yes,Yes,0,No,No,8,Bin
Primary,12-04-B-05,Yes,Yes,0,No,No,1,Bin
Primary,12-04-B-07,Yes,Yes,0,No,No,3,Bin
Primary,12-04-B-08,Yes,Yes,0,No,No,11,Bin
Primary,12-04-B-09,Yes,Yes,0,No,No,3,Bin
Primary,12-04-B-10,Yes,Yes,0,No,No,3,Bin
Primary,12-04-B-11,Yes,Yes,0,No,No,1,Bin
Primary,12-04-C-01,Yes,Yes,0,No,No,1,Bin
Primary,12-04-C-02,Yes,Yes,0,No,No,14,Bin
Primary,12-04-C-03,Yes,Yes,0,No,No,7,Bin
Primary,12-04-C-04,Yes,Yes,0,No,No,9,Bin
Primary,12-04-C-05,Yes,Yes,0,No,No,144,Bin
Primary,12-04-C-06,Yes,Yes,0,No,No,7,Bin
Primary,12-04-C-07,Yes,Yes,0,No,No,3,Bin
Primary,12-04-C-08,Yes,Yes,0,No,No,1480,Bin
Primary,12-04-C-09,Yes,Yes,0,No,No,8,Bin
Primary,12-04-C-10,Yes,Yes,0,No,No,156,Bin
Primary,12-04-C-12,Yes,Yes,0,No,No,5,Bin
Primary,12-04-D-01,Yes,Yes,1,No,No,3,Bin
Primary,12-04-D-02,Yes,Yes,1,No,No,30,Bin
Primary,12-04-D-03,Yes,Yes,1,No,No,3,Bin
Primary,12-04-D-04,Yes,Yes,1,No,No,6,Bin
Primary,12-04-D-05,Yes,Yes,1,No,No,6,Bin
Primary,12-04-D-06,Yes,Yes,1,No,No,21,Bin
Primary,12-04-D-07,Yes,Yes,1,No,No,24,Bin
Primary,12-04-D-08,Yes,Yes,1,No,No,4,Bin
Primary,12-04-D-09,Yes,Yes,1,No,No,62,Bin
Primary,12-04-E-01,No,Yes,1,No,No,21,Bin
Primary,12-04-E-02,No,Yes,1,No,No,11,Bin
Primary,12-04-E-03,No,Yes,1,No,No,5,Bin
Primary,12-04-E-04,No,Yes,1,No,No,2,Bin
Primary,12-04-E-05,No,Yes,1,No,No,5,Bin
Primary,12-04-E-06,No,Yes,1,No,No,1,Bin
Primary,12-04-E-07,No,Yes,1,No,No,1,Bin
Primary,12-04-E-08,No,Yes,1,No,No,53,Bin
Primary,12-04-E-09,No,Yes,1,No,No,12,Bin
Primary,12-04-E-11,No,Yes,1,No,No,1,Bin
Primary,12-04-F-01,No,Yes,1,No,No,1,Bin
Primary,12-04-F-02,No,Yes,1,No,No,1,Bin
Primary,12-04-F-03,No,Yes,1,No,No,22,Bin
Primary,12-04-F-04,No,Yes,1,No,No,38,Bin
Primary,12-04-F-05,No,Yes,1,No,No,6,Bin
Primary,12-04-F-07,No,Yes,1,No,No,12,Bin
Primary,12-04-F-08,No,Yes,1,No,No,1,Bin
Primary,12-04-F-09,No,Yes,1,No,No,9,Bin
Primary,12-04-F-10,No,Yes,1,No,No,18,Bin
Primary,12-04-F-11,No,Yes,1,No,No,10,Bin
Primary,12-04-F-12,No,Yes,1,No,No,7,Bin
Primary,12-04-G-01,No,Yes,1,No,No,4,Bin
Primary,12-04-G-02,No,Yes,1,No,No,3,Bin
Primary,12-04-G-03,No,Yes,1,No,No,22,Bin
Primary,12-04-G-04,No,Yes,1,No,No,30,Bin
Primary,12-04-G-06,No,Yes,1,No,No,1,Bin
Primary,12-04-G-08,No,Yes,1,No,No,16,Bin
Primary,12-04-G-09,No,Yes,1,No,No,6,Bin
Primary,12-04-G-10,No,Yes,1,No,No,2,Bin
Primary,12-04-H-01,No,Yes,1,No,No,25,Bin
Primary,12-04-H-02,No,Yes,1,No,No,12,Bin
Primary,12-04-H-03,No,Yes,1,No,No,21,Bin
Primary,12-04-H-04,No,Yes,1,No,No,2,Bin
Primary,12-04-H-05,No,Yes,1,No,No,8,Bin
Primary,12-04-H-06,No,Yes,1,No,No,29,Bin
Primary,12-04-H-07,No,Yes,1,No,No,1,Bin
Primary,12-04-H-08,No,Yes,1,No,No,1,Bin
Primary,12-04-H-10,No,Yes,1,No,No,1,Bin
Primary,12-04-I-01,No,Yes,1,No,No,1,Bin
Primary,12-04-I-02,No,Yes,1,No,No,2,Bin
Primary,12-04-I-03,No,Yes,1,No,No,8,Bin
Primary,12-04-I-04,No,Yes,1,No,No,13,Bin
Primary,12-04-I-05,No,Yes,1,No,No,1,Bin
Primary,12-04-I-06,No,Yes,1,No,No,12,Bin
Primary,12-04-I-07,No,Yes,1,No,No,5,Bin
Primary,12-04-I-08,No,Yes,1,No,No,3,Bin
Primary,12-04-I-09,No,Yes,1,No,No,10,Bin
Primary,12-04-I-10,No,Yes,1,No,No,8,Bin
Primary,12-04-I-11,No,Yes,1,No,No,5,Bin
Primary,12-04-I-12,No,Yes,1,No,No,18,Bin
Primary,12-04-J-01,No,Yes,1,No,No,1,Bin
Primary,12-04-J-02,No,Yes,1,No,No,60,Bin
Primary,12-04-J-03,No,Yes,1,No,No,8,Bin
Primary,12-04-J-04,No,Yes,1,No,No,44,Bin
Primary,12-04-J-05,No,Yes,1,No,No,6,Bin
Primary,12-04-J-06,No,Yes,1,No,No,9,Bin
Primary,12-04-J-07,No,Yes,1,No,No,10,Bin
Primary,12-04-J-08,No,Yes,1,No,No,10,Bin
Primary,12-04-J-09,No,Yes,1,No,No,9,Bin
Primary,12-04-K-01,No,Yes,1,No,No,1,Bin
Primary,12-04-K-02,No,Yes,1,No,No,2,Bin
Primary,12-04-K-03,No,Yes,1,No,No,5,Bin
Primary,12-04-K-04,No,Yes,1,No,No,1,Bin
Primary,12-04-K-05,No,Yes,1,No,No,3,Bin
Primary,12-04-K-06,No,Yes,1,No,No,12,Bin
Primary,12-04-K-07,No,Yes,1,No,No,3,Bin
Primary,12-04-K-09,No,Yes,1,No,No,19,Bin
Primary,12-04-K-10,No,Yes,1,No,No,15,Bin
Primary,12-04-K-11,No,Yes,1,No,No,18,Bin
Primary,12-04-K-12,No,Yes,1,No,No,10,Bin
Primary,12-04-L-01,No,Yes,1,No,No,20,Bin
Primary,12-04-L-02,No,Yes,1,No,No,4,Bin
Primary,12-04-L-03,No,Yes,1,No,No,14,Bin
Primary,12-04-L-04,No,Yes,1,No,No,2,Bin
Primary,12-04-L-05,No,Yes,1,No,No,1,Bin
Primary,12-04-L-06,No,Yes,1,No,No,14,Bin
Primary,12-04-L-07,No,Yes,1,No,No,15,Bin
Primary,12-04-L-08,No,Yes,1,No,No,47,Bin
Primary,12-04-M-02,No,Yes,1,No,No,4,Bin
Primary,12-04-M-03,No,Yes,1,No,No,4,Bin
Primary,12-04-M-05,No,Yes,1,No,No,7,Bin
Primary,12-04-M-06,No,Yes,1,No,No,4,Bin
Primary,12-04-M-07,No,Yes,1,No,No,5,Bin
Primary,12-04-M-08,No,Yes,1,No,No,4,Bin
Primary,12-04-N-01,No,Yes,1,No,No,24,Bin
Primary,12-04-N-02,No,Yes,1,No,No,20,Bin
Primary,12-04-N-04,No,Yes,1,No,No,13,Bin
Primary,12-04-N-06,No,Yes,1,No,No,2,Bin
Primary,12-04-N-07,No,Yes,1,No,No,12,Bin
Primary,12-05-A-01,Yes,Yes,0,No,No,1,Bin
Primary,12-05-A-03,Yes,Yes,0,No,No,15,Bin
Primary,12-05-A-04,Yes,Yes,0,No,No,5,Bin
Primary,12-05-A-05,Yes,Yes,0,No,No,19,Bin
Primary,12-05-A-06,Yes,Yes,0,No,No,48,Bin
Primary,12-05-A-07,Yes,Yes,0,No,No,46,Bin
Primary,12-05-B-02,Yes,Yes,0,No,No,4,Bin
Primary,12-05-B-03,Yes,Yes,0,No,No,4,Bin
Primary,12-05-B-04,Yes,Yes,0,No,No,2,Bin
Primary,12-05-B-05,Yes,Yes,0,No,No,13,Bin
Primary,12-05-B-07,Yes,Yes,0,No,No,14,Bin
Primary,12-05-B-08,Yes,Yes,0,No,No,9,Bin
Primary,12-05-B-10,Yes,Yes,0,No,No,3,Bin
Primary,12-05-B-11,Yes,Yes,0,No,No,1,Bin
Primary,12-05-C-01,Yes,Yes,0,No,No,6,Bin
Primary,12-05-C-02,Yes,Yes,0,No,No,6,Bin
Primary,12-05-C-03,Yes,Yes,0,No,No,2,Bin
Primary,12-05-C-04,No,Yes,0,No,No,13,Bin
Primary,12-05-C-05,Yes,Yes,0,No,No,25,Bin
Primary,12-05-C-07,Yes,Yes,0,No,No,46,Bin
Primary,12-05-C-08,Yes,Yes,0,No,No,51,Bin
Primary,12-05-C-09,Yes,Yes,0,No,No,3,Bin
Primary,12-05-C-10,Yes,Yes,0,No,No,4,Bin
Primary,12-05-D-01,Yes,Yes,1,No,No,4,Bin
Primary,12-05-D-03,Yes,Yes,1,No,No,2,Bin
Primary,12-05-D-04,Yes,Yes,1,No,No,63,Bin
Primary,12-05-D-06,Yes,Yes,1,No,No,26,Bin
Primary,12-05-D-07,Yes,Yes,1,No,No,18,Bin
Primary,12-05-D-08,Yes,Yes,1,No,No,12,Bin
Primary,12-05-D-09,Yes,Yes,1,No,No,4,Bin
Primary,12-05-D-12,Yes,Yes,1,No,No,1,Bin
Primary,12-05-E-01,No,Yes,1,No,No,6,Bin
Primary,12-05-E-03,No,Yes,1,No,No,4,Bin
Primary,12-05-E-04,No,Yes,1,No,No,20,Bin
Primary,12-05-E-05,No,Yes,1,No,No,10,Bin
Primary,12-05-E-06,No,Yes,1,No,No,27,Bin
Primary,12-05-E-07,No,Yes,1,No,No,13,Bin
Primary,12-05-E-08,No,Yes,1,No,No,1,Bin
Primary,12-05-F-01,No,Yes,1,No,No,7,Bin
Primary,12-05-F-02,No,Yes,1,No,No,30,Bin
Primary,12-05-F-03,No,Yes,1,No,No,22,Bin
Primary,12-05-F-04,No,Yes,1,No,No,13,Bin
Primary,12-05-F-05,No,Yes,1,No,No,5,Bin
Primary,12-05-F-06,No,Yes,1,No,No,3,Bin
Primary,12-05-F-07,No,Yes,1,No,No,5,Bin
Primary,12-05-F-08,No,Yes,1,No,No,1,Bin
Primary,12-05-F-10,No,Yes,1,No,No,4,Bin
Primary,12-05-G-01,No,Yes,1,No,No,4,Bin
Primary,12-05-G-02,No,Yes,1,No,No,1,Bin
Primary,12-05-G-03,No,Yes,1,No,No,3,Bin
Primary,12-05-G-04,No,Yes,1,No,No,2,Bin
Primary,12-05-G-05,No,Yes,1,No,No,5,Bin
Primary,12-05-G-06,No,Yes,1,No,No,5,Bin
Primary,12-05-G-07,No,Yes,1,No,No,12,Bin
Primary,12-05-G-08,No,Yes,1,No,No,11,Bin
Primary,12-05-G-10,No,Yes,1,No,No,21,Bin
Primary,12-05-G-11,No,Yes,1,No,No,2,Bin
Primary,12-05-H-01,No,Yes,1,No,No,2,Bin
Primary,12-05-H-02,No,Yes,1,No,No,8,Bin
Primary,12-05-H-03,Yes,Yes,1,No,No,16,Bin
Primary,12-05-H-04,No,Yes,1,No,No,50,Bin
Primary,12-05-H-05,No,Yes,1,No,No,3,Bin
Primary,12-05-H-06,No,Yes,1,No,No,4,Bin
Primary,12-05-H-07,No,Yes,1,No,No,34,Bin
Primary,12-05-H-08,No,Yes,1,No,No,30,Bin
Primary,12-05-H-09,No,Yes,1,No,No,20,Bin
Primary,12-05-H-10,No,Yes,1,No,No,14,Bin
Primary,12-05-I-02,No,Yes,1,No,No,13,Bin
Primary,12-05-I-03,No,Yes,1,No,No,44,Bin
Primary,12-05-I-04,No,Yes,1,No,No,3,Bin
Primary,12-05-I-06,No,Yes,1,No,No,31,Bin
Primary,12-05-I-07,Yes,Yes,1,No,No,15,Bin
Primary,12-05-I-08,No,Yes,1,No,No,1,Bin
Primary,12-05-J-01,No,Yes,1,No,No,18,Bin
Primary,12-05-J-02,No,Yes,1,No,No,19,Bin
Primary,12-05-J-03,No,Yes,1,No,No,12,Bin
Primary,12-05-J-04,No,Yes,1,No,No,10,Bin
Primary,12-05-J-05,No,Yes,1,No,No,1,Bin
Primary,12-05-J-06,No,Yes,1,No,No,9,Bin
Primary,12-05-J-07,No,Yes,1,No,No,46,Bin
Primary,12-05-J-08,No,Yes,1,No,No,1,Bin
Primary,12-05-K-01,No,Yes,1,No,No,25,Bin
Primary,12-05-K-02,No,Yes,1,No,No,19,Bin
Primary,12-05-K-03,No,Yes,1,No,No,23,Bin
Primary,12-05-K-04,No,Yes,1,No,No,14,Bin
Primary,12-05-K-05,No,Yes,1,No,No,14,Bin
Primary,12-05-K-06,No,Yes,1,No,No,19,Bin
Primary,12-05-K-07,No,Yes,1,No,No,14,Bin
Primary,12-05-K-08,No,Yes,1,No,No,5,Bin
Primary,12-05-L-01,No,Yes,1,No,No,3,Bin
Primary,12-05-L-02,No,Yes,1,No,No,5,Bin
Primary,12-05-L-03,No,Yes,1,No,No,30,Bin
Primary,12-05-L-04,No,Yes,1,No,No,20,Bin
Primary,12-05-L-05,No,Yes,1,No,No,7,Bin
Primary,12-05-L-07,No,Yes,1,No,No,8,Bin
Primary,12-05-L-09,No,Yes,1,No,No,12,Bin
Primary,12-05-M-01,No,Yes,1,No,No,46,Bin
Primary,12-05-M-02,No,Yes,1,No,No,44,Bin
Primary,12-05-M-04,No,Yes,1,No,No,10,Bin
Primary,12-05-M-05,No,Yes,1,No,No,2,Bin
Primary,12-05-M-06,No,Yes,1,No,No,10,Bin
Primary,12-05-M-07,No,Yes,1,No,No,10,Bin
Primary,12-05-M-08,No,Yes,1,No,No,30,Bin
Primary,12-05-M-09,No,Yes,1,No,No,10,Bin
Primary,12-05-M-10,No,Yes,1,No,No,1,Bin
Primary,12-05-N-01,No,Yes,1,No,No,18,Bin
Primary,12-05-N-02,No,Yes,1,No,No,20,Bin
Primary,12-05-N-03,No,Yes,1,No,No,14,Bin
Primary,12-05-N-04,No,Yes,1,No,No,7,Bin
Primary,12-05-N-05,No,Yes,1,No,No,7,Bin
Primary,12-05-N-06,No,Yes,1,No,No,10,Bin
Primary,12-05-N-07,No,Yes,1,No,No,3,Bin
Primary,12-06-A-01,Yes,Yes,0,No,No,36,Bin
Primary,12-06-A-02,Yes,Yes,0,No,No,14,Bin
Primary,12-06-A-04,Yes,Yes,0,No,No,222,Bin
Primary,12-06-A-05,Yes,Yes,0,No,No,333,Bin
Primary,12-06-A-06,Yes,Yes,0,No,No,6,Bin
Primary,12-06-A-07,Yes,Yes,0,No,No,5,Bin
Primary,12-06-B-01,Yes,Yes,0,No,No,38,Bin
Primary,12-06-B-02,Yes,Yes,0,No,No,23,Bin
Primary,12-06-B-03,Yes,Yes,0,No,No,3,Bin
Primary,12-06-B-04,Yes,Yes,0,No,No,4,Bin
Primary,12-06-B-05,Yes,Yes,0,No,No,25,Bin
Primary,12-06-B-06,Yes,Yes,0,No,No,1,Bin
Primary,12-06-B-08,Yes,Yes,0,No,No,7,Bin
Primary,12-06-B-09,Yes,Yes,0,No,No,23,Bin
Primary,12-06-C-01,Yes,Yes,0,No,No,12,Bin
Primary,12-06-C-03,Yes,Yes,0,No,No,2,Bin
Primary,12-06-C-04,Yes,Yes,0,No,No,86,Bin
Primary,12-06-C-05,Yes,Yes,0,No,No,3,Bin
Primary,12-06-C-07,Yes,Yes,0,No,No,2,Bin
Primary,12-06-C-08,Yes,Yes,0,No,No,8,Bin
Primary,12-06-C-09,Yes,Yes,0,No,No,5,Bin
Primary,12-06-C-10,Yes,Yes,0,No,No,8,Bin
Primary,12-06-C-11,Yes,Yes,0,No,No,6,Bin
Primary,12-06-C-12,Yes,Yes,0,No,No,6,Bin
Primary,12-06-D-01,Yes,Yes,1,No,No,3,Bin
Primary,12-06-D-02,Yes,Yes,1,No,No,2,Bin
Primary,12-06-D-03,Yes,Yes,1,No,No,1,Bin
Primary,12-06-D-04,Yes,Yes,1,No,No,5,Bin
Primary,12-06-D-05,Yes,Yes,1,No,No,91,Bin
Primary,12-06-D-07,Yes,Yes,1,No,No,7,Bin
Primary,12-06-D-08,Yes,Yes,1,No,No,8,Bin
Primary,12-06-D-09,Yes,Yes,1,No,No,1,Bin
Primary,12-06-D-10,Yes,Yes,1,No,No,3,Bin
Primary,12-06-E-02,No,Yes,1,No,No,70,Bin
Primary,12-06-E-03,No,Yes,1,No,No,8,Bin
Primary,12-06-E-05,No,Yes,1,No,No,1,Bin
Primary,12-06-E-06,No,Yes,1,No,No,6,Bin
Primary,12-06-E-07,No,Yes,1,No,No,17,Bin
Primary,12-06-E-08,No,Yes,1,No,No,4,Bin
Primary,12-06-E-09,No,Yes,1,No,No,1,Bin
Primary,12-06-E-10,No,Yes,1,No,No,19,Bin
Primary,12-06-E-11,No,Yes,1,No,No,12,Bin
Primary,12-06-F-01,No,Yes,1,No,No,2,Bin
Primary,12-06-F-02,No,Yes,1,No,No,84,Bin
Primary,12-06-F-03,No,Yes,1,No,No,6,Bin
Primary,12-06-F-04,No,Yes,1,No,No,18,Bin
Primary,12-06-F-05,No,Yes,1,No,No,23,Bin
Primary,12-06-F-06,No,Yes,1,No,No,9,Bin
Primary,12-06-F-07,No,Yes,1,No,No,9,Bin
Primary,12-06-F-08,No,Yes,1,No,No,4,Bin
Primary,12-06-F-09,No,Yes,1,No,No,6,Bin
Primary,12-06-G-01,No,Yes,1,No,No,95,Bin
Primary,12-06-G-02,No,Yes,1,No,No,85,Bin
Primary,12-06-G-03,No,Yes,1,No,No,8,Bin
Primary,12-06-G-04,No,Yes,1,No,No,4,Bin
Primary,12-06-G-05,No,Yes,1,No,No,17,Bin
Primary,12-06-G-06,No,Yes,1,No,No,4,Bin
Primary,12-06-G-07,No,Yes,1,No,No,9,Bin
Primary,12-06-G-08,No,Yes,1,No,No,11,Bin
Primary,12-06-G-09,No,Yes,1,No,No,13,Bin
Primary,12-06-G-10,No,Yes,1,No,No,1,Bin
Primary,12-06-H-01,No,Yes,1,No,No,4,Bin
Primary,12-06-H-02,No,Yes,1,No,No,1,Bin
Primary,12-06-H-03,No,Yes,1,No,No,6,Bin
Primary,12-06-H-04,No,Yes,1,No,No,22,Bin
Primary,12-06-H-05,No,Yes,1,No,No,6,Bin
Primary,12-06-H-06,No,Yes,1,No,No,1,Bin
Primary,12-06-H-07,No,Yes,1,No,No,5,Bin
Primary,12-06-H-09,No,Yes,1,No,No,3,Bin
Primary,12-06-H-11,No,Yes,1,No,No,5,Bin
Primary,12-06-I-01,No,Yes,1,No,No,2,Bin
Primary,12-06-I-02,No,Yes,1,No,No,1,Bin
Primary,12-06-I-03,No,Yes,1,No,No,2,Bin
Primary,12-06-I-04,No,Yes,1,No,No,1,Bin
Primary,12-06-I-05,No,Yes,1,No,No,2,Bin
Primary,12-06-I-06,No,Yes,1,No,No,8,Bin
Primary,12-06-I-07,No,Yes,1,No,No,5,Bin
Primary,12-06-I-08,No,Yes,1,No,No,22,Bin
Primary,12-06-I-09,No,Yes,1,No,No,28,Bin
Primary,12-06-I-10,No,Yes,1,No,No,24,Bin
Primary,12-06-J-01,No,Yes,1,No,No,8,Bin
Primary,12-06-J-02,No,Yes,1,No,No,1,Bin
Primary,12-06-J-03,No,Yes,1,No,No,6,Bin
Primary,12-06-J-04,No,Yes,1,No,No,7,Bin
Primary,12-06-J-05,No,Yes,1,No,No,1,Bin
Primary,12-06-J-06,No,Yes,1,No,No,3,Bin
Primary,12-06-J-07,No,Yes,1,No,No,78,Bin
Primary,12-06-J-08,No,Yes,1,No,No,1,Bin
Primary,12-06-K-02,No,Yes,1,No,No,8,Bin
Primary,12-06-K-03,No,Yes,1,No,No,1,Bin
Primary,12-06-K-04,No,Yes,1,No,No,1,Bin
Primary,12-06-K-05,No,Yes,1,No,No,44,Bin
Primary,12-06-K-07,No,Yes,1,No,No,1,Bin
Primary,12-06-K-08,No,Yes,1,No,No,1,Bin
Primary,12-06-K-09,No,Yes,1,No,No,1,Bin
Primary,12-06-K-10,No,Yes,1,No,No,1,Bin
Primary,12-06-K-11,No,Yes,1,No,No,1,Bin
Primary,12-06-L-01,No,Yes,1,No,No,2,Bin
Primary,12-06-L-02,No,Yes,1,No,No,11,Bin
Primary,12-06-L-03,No,Yes,1,No,No,6,Bin
Primary,12-06-L-04,No,Yes,1,No,No,13,Bin
Primary,12-06-L-05,No,Yes,1,No,No,2,Bin
Primary,12-06-L-06,No,Yes,1,No,No,4,Bin
Primary,12-06-L-07,No,Yes,1,No,No,2,Bin
Primary,12-06-L-08,No,Yes,1,No,No,14,Bin
Primary,12-06-L-10,No,Yes,1,No,No,20,Bin
Primary,12-06-M-01,No,Yes,1,No,No,3,Bin
Primary,12-06-M-02,No,Yes,1,No,No,1,Bin
Primary,12-06-M-03,No,Yes,1,No,No,17,Bin
